,index,Sold Date,Property Type,Zipcode,Price,Beds,Baths,SQFT,Lot Size,Year Built,Price per SQFT,HOA,Latitude,Longitude,Mobile/Manufactured Home,Multi-Family (2-4 Unit),Multi-Family (5+ Unit),Single Family Residential,Townhouse
163,172,2020-09-11,Single Family Residential,95131,1501000.0,4.0,2.5,2550.0,3939.0,1988.0,588.6274509803922,0.0,37.3850052,-121.8863897,0,0,0,1,0
164,173,2019-08-02,Condo/Co-op,95131,840000.0,2.0,2.0,1228.0,1665.0,1988.0,684.0390879478828,394.0,37.380003,-121.882487,0,0,0,0,0
165,174,2019-07-19,Single Family Residential,95131,1290000.0,4.0,3.0,2360.0,6901.0,1974.0,546.6101694915254,0.0,37.3946391,-121.8793196,0,0,0,1,0
166,175,2019-11-04,Single Family Residential,95131,1535000.0,4.0,2.5,2371.0,4772.0,1994.0,647.4061577393505,0.0,37.3771979,-121.8867454,0,0,0,1,0
167,177,2020-04-22,Single Family Residential,95110,1050000.0,3.0,2.0,1268.0,5463.0,1948.0,828.0757097791798,0.0,37.3598355,-121.9140429,0,0,0,1,0
168,178,2021-01-08,Condo/Co-op,95110,545000.0,1.0,1.0,885.0,0.0,2005.0,615.819209039548,444.0,37.3636486,-121.914268,0,0,0,0,0
169,180,2021-02-02,Condo/Co-op,95110,715000.0,2.0,2.0,1162.0,0.0,2005.0,615.3184165232358,495.0,37.3632772,-121.9147088,0,0,0,0,0
170,182,2020-10-23,Mobile/Manufactured Home,95131,280000.0,4.0,2.0,2130.0,0.0,1999.0,131.45539906103286,0.0,37.3962328,-121.9053495,1,0,0,0,0
171,183,2020-10-13,Condo/Co-op,95131,1238000.0,4.0,3.5,1872.0,0.0,2015.0,661.3247863247864,275.0,37.3793828,-121.8959443,0,0,0,0,0
172,184,2021-02-03,Mobile/Manufactured Home,95131,254900.0,4.0,3.0,1440.0,0.0,1973.0,177.01388888888889,0.0,37.3962328,-121.9053495,1,0,0,0,0
173,185,2021-02-02,Mobile/Manufactured Home,95131,157000.0,2.0,2.0,1440.0,0.0,1977.0,109.02777777777777,0.0,37.3964419,-121.9027708,1,0,0,0,0
174,186,2019-10-30,Townhouse,95131,1056000.0,3.0,2.5,1651.0,881.0,1996.0,639.6123561477892,297.0,37.3846946,-121.8963293,0,0,0,0,1
175,187,2020-03-10,Condo/Co-op,95131,1280000.0,4.0,3.5,1872.0,1415.0,2016.0,683.7606837606837,275.0,37.3798409,-121.8982744,0,0,0,0,0
176,188,2019-05-28,Townhouse,95131,1130000.0,3.0,2.5,1651.0,1306.0,1996.0,684.4336765596609,297.0,37.3866876,-121.8962042,0,0,0,0,1
177,190,2019-05-29,Single Family Residential,95126,1200000.0,2.0,1.0,1182.0,6125.0,1924.0,1015.2284263959391,0.0,37.3370245,-121.9115535,0,0,0,1,0
178,191,2019-09-20,Single Family Residential,95126,1300000.0,3.0,2.0,1658.0,14037.0,1930.0,784.0772014475272,0.0,37.3345482,-121.9207996,0,0,0,1,0
179,192,2020-09-25,Condo/Co-op,95131,545000.0,2.0,2.0,976.0,0.0,1986.0,558.4016393442623,501.0,37.391737,-121.871943,0,0,0,0,0
180,193,2019-04-26,Condo/Co-op,95131,490000.0,1.0,1.0,676.0,837.0,1986.0,724.8520710059172,421.0,37.391655,-121.871843,0,0,0,0,0
181,194,2020-10-13,Condo/Co-op,95132,459000.0,1.0,1.0,677.0,0.0,1988.0,677.9911373707533,330.0,37.395108,-121.861983,0,0,0,0,0
182,195,2019-07-30,Condo/Co-op,95132,850500.0,2.0,2.0,1464.0,766.0,2013.0,580.9426229508197,221.0,37.3928086,-121.865751,0,0,0,0,0
183,196,2019-05-28,Single Family Residential,95132,1320000.0,4.0,2.5,1769.0,6559.0,1984.0,746.1842849067269,0.0,37.3964193,-121.8594855,0,0,0,1,0
184,197,2019-12-23,Condo/Co-op,95131,557000.0,2.0,2.0,992.0,1131.0,1986.0,561.491935483871,496.0,37.390894,-121.871711,0,0,0,0,0
185,198,2019-08-29,Single Family Residential,95131,890000.0,4.0,2.0,1380.0,6345.0,1971.0,644.927536231884,0.0,37.3863522,-121.87176,0,0,0,1,0
186,199,2019-05-31,Townhouse,95126,890000.0,3.0,2.0,1161.0,2261.0,1973.0,766.5805340223944,382.0,37.3081326,-121.9170213,0,0,0,0,1
187,200,2020-03-12,Townhouse,95126,820000.0,2.0,1.5,1220.0,1593.0,1973.0,672.1311475409836,399.0,37.3074048,-121.9177547,0,0,0,0,1
188,201,2020-12-30,Single Family Residential,95125,955000.0,3.0,1.5,1316.0,10618.0,1955.0,725.6838905775076,0.0,37.2995479,-121.8684247,0,0,0,1,0
189,202,2020-12-02,Single Family Residential,95130,1270000.0,3.0,2.0,1176.0,5969.0,1960.0,1079.9319727891157,0.0,37.2995025,-121.9699951,0,0,0,1,0
190,203,2020-11-20,Single Family Residential,95117,1415000.0,4.0,2.0,1652.0,6977.0,1963.0,856.5375302663439,0.0,37.30236,-121.9732385,0,0,0,1,0
191,204,2019-11-06,Single Family Residential,95117,1315000.0,3.0,2.0,1536.0,7379.0,1963.0,856.1197916666666,0.0,37.3012123,-121.9743048,0,0,0,1,0
192,205,2019-05-31,Single Family Residential,95130,1500000.0,4.0,2.0,1502.0,7560.0,1959.0,998.6684420772303,0.0,37.2983358,-121.9687511,0,0,0,1,0
193,206,2019-05-09,Condo/Co-op,95129,705000.0,2.0,1.5,1099.0,15583.0,1970.0,641.4922656960873,445.0,37.3195077,-121.9817464,0,0,0,0,0
194,207,2020-12-19,Townhouse,95126,1045000.0,3.0,3.0,1621.0,1021.0,2008.0,644.6637877853177,276.0,37.3232116,-121.9032361,0,0,0,0,1
195,208,2019-05-28,Single Family Residential,95125,899000.0,4.0,3.0,1450.0,5261.0,1950.0,620.0,0.0,37.3206797,-121.8990168,0,0,0,1,0
196,209,2019-08-22,Single Family Residential,95125,939000.0,2.0,2.0,1160.0,5781.0,1925.0,809.4827586206897,0.0,37.3176698,-121.9005284,0,0,0,1,0
197,210,2020-12-28,Condo/Co-op,95126,665000.0,1.0,1.0,1175.0,894.0,2004.0,565.9574468085107,449.0,37.3201478,-121.9129983,0,0,0,0,0
198,211,2019-05-28,Condo/Co-op,95126,610000.0,1.0,1.0,824.0,620.0,2008.0,740.2912621359224,406.0,37.3216237,-121.9049519,0,0,0,0,0
199,213,2020-05-21,Single Family Residential,95125,1084000.0,3.0,1.5,1492.0,13680.0,1948.0,726.5415549597856,0.0,37.299115,-121.9133095,0,0,0,1,0
200,214,2020-01-10,Single Family Residential,95125,1710000.0,4.0,4.5,3096.0,7790.0,2018.0,552.3255813953489,0.0,37.3011707,-121.9132872,0,0,0,1,0
201,215,2021-01-21,Townhouse,95133,1055000.0,4.0,4.0,1738.0,886.0,2012.0,607.0195627157652,168.0,37.380085,-121.8655795,0,0,0,0,1
202,216,2021-01-26,Single Family Residential,95133,1298000.0,3.0,3.0,1903.0,7301.0,1975.0,682.0809248554913,0.0,37.3772168,-121.8666458,0,0,0,1,0
203,217,2019-12-13,Townhouse,95133,956000.0,3.0,3.5,1587.0,757.0,2014.0,602.3944549464399,163.0,37.3814662,-121.8652835,0,0,0,0,1
204,218,2020-12-30,Townhouse,95133,976259.0,3.0,2.5,1579.0,564.0,2012.0,618.2767574414186,167.0,37.37957122976075,-121.86568987569004,0,0,0,0,1
205,219,2020-06-30,Condo/Co-op,95128,573000.0,2.0,2.0,922.0,0.0,1988.0,621.4750542299349,576.0,37.3108075,-121.9391897,0,0,0,0,0
206,220,2019-10-31,Condo/Co-op,95128,591500.0,2.0,2.0,922.0,1099.0,1988.0,641.5401301518439,493.0,37.310923,-121.93968,0,0,0,0,0
207,221,2019-06-26,Condo/Co-op,95128,463000.0,1.0,1.0,658.0,862.0,1988.0,703.6474164133739,492.0,37.3108079,-121.9393077,0,0,0,0,0
208,222,2020-12-11,Condo/Co-op,95128,550000.0,2.0,2.0,922.0,0.0,1988.0,596.529284164859,576.0,37.313755,-121.939196,0,0,0,0,0
209,223,2020-07-09,Condo/Co-op,95128,588000.0,2.0,2.0,922.0,0.0,1988.0,637.7440347071583,576.0,37.311431,-121.938905,0,0,0,0,0
210,224,2021-01-14,Condo/Co-op,95128,560000.0,2.0,2.0,922.0,0.0,1988.0,607.3752711496746,576.0,37.314953,-121.93907,0,0,0,0,0
211,225,2020-08-13,Condo/Co-op,95128,555000.0,2.0,2.0,922.0,0.0,1988.0,601.9522776572668,576.0,37.311835,-121.939201,0,0,0,0,0
212,226,2020-07-10,Condo/Co-op,95128,560000.0,2.0,2.0,922.0,0.0,1988.0,607.3752711496746,576.0,37.312774,-121.93905,0,0,0,0,0
213,227,2020-07-17,Condo/Co-op,95128,568000.0,2.0,2.0,922.0,922.0,1988.0,616.0520607375271,576.0,37.310845,-121.93919,0,0,0,0,0
214,229,2019-10-30,Single Family Residential,95128,998000.0,3.0,2.0,1487.0,5749.0,1950.0,671.1499663752522,0.0,37.332161,-121.9366228,0,0,0,1,0
215,231,2020-09-08,Single Family Residential,95128,1830000.0,3.0,2.5,2133.0,7131.0,1955.0,857.9465541490858,0.0,37.3293836,-121.9351117,0,0,0,1,0
216,232,2020-12-22,Single Family Residential,95126,2600000.0,4.0,3.0,2695.0,7398.0,1939.0,964.7495361781076,0.0,37.3313465,-121.9319561,0,0,0,1,0
217,233,2019-09-11,Single Family Residential,95126,1270000.0,2.0,1.5,1440.0,8667.0,1951.0,881.9444444444445,0.0,37.3352737,-121.9322672,0,0,0,1,0
218,234,2020-10-09,Single Family Residential,95126,1560000.0,4.0,3.0,2337.0,4596.0,1924.0,667.5224646983312,0.0,37.3361604,-121.9310671,0,0,0,1,0
219,235,2020-10-08,Single Family Residential,95128,1155000.0,3.0,1.0,1304.0,6129.0,1950.0,885.7361963190184,0.0,37.3313636,-121.9384005,0,0,0,1,0
220,236,2020-12-24,Condo/Co-op,95128,805000.0,2.0,2.5,1860.0,0.0,2002.0,432.7956989247312,445.0,37.301072,-121.928759,0,0,0,0,0
221,237,2020-04-02,Condo/Co-op,95125,765000.0,2.0,2.0,1071.0,0.0,1984.0,714.2857142857143,467.0,37.298162,-121.924731,0,0,0,0,0
222,238,2019-07-23,Townhouse,95128,855000.0,3.0,2.0,1393.0,734.0,2002.0,613.7832017229002,440.0,37.301273,-121.929629,0,0,0,0,1
223,239,2020-06-09,Single Family Residential,95117,1600000.0,5.0,3.0,2199.0,6465.0,1962.0,727.6034561164165,0.0,37.3049325,-121.9630638,0,0,0,1,0
224,240,2021-01-25,Single Family Residential,95117,1280000.0,3.0,2.0,1265.0,7215.0,1955.0,1011.8577075098814,0.0,37.3140839,-121.9613753,0,0,0,1,0
225,241,2021-01-13,Single Family Residential,95126,1118000.0,3.0,2.5,1367.0,2063.0,2006.0,817.8493050475494,205.0,37.3483704,-121.9284448,0,0,0,1,0
226,242,2019-12-09,Townhouse,95126,888000.0,2.0,2.5,1667.0,689.0,2006.0,532.6934613077384,278.0,37.3473017,-121.9261871,0,0,0,0,1
227,243,2019-05-07,Single Family Residential,95126,1575000.0,4.0,2.0,2736.0,8000.0,1925.0,575.6578947368421,0.0,37.3418105,-121.9296449,0,0,0,1,0
228,244,2020-09-28,Single Family Residential,95126,1380000.0,3.0,3.5,2017.0,2178.0,2009.0,684.1844323252355,205.0,37.3463316,-121.9289782,0,0,0,1,0
229,245,2020-04-10,Single Family Residential,95126,2508000.0,3.0,2.5,2809.0,7310.0,1920.0,892.8444286222855,0.0,37.3303623,-121.913465,0,0,0,1,0
230,246,2019-05-20,Single Family Residential,95126,1461358.0,3.0,3.0,1320.0,6443.0,1924.0,1107.0893939393939,0.0,37.3291549,-121.9171102,0,0,0,1,0
231,247,2020-02-20,Single Family Residential,95126,1200000.0,3.0,2.0,1484.0,5300.0,1916.0,808.6253369272238,0.0,37.3324185,-121.9201328,0,0,0,1,0
232,248,2019-05-14,Single Family Residential,95126,1799000.0,5.0,3.0,2469.0,6672.0,1923.0,728.6350749291211,0.0,37.3303551,-121.9172435,0,0,0,1,0
233,250,2021-01-20,Single Family Residential,95125,1050000.0,3.0,2.0,1040.0,6844.0,1948.0,1009.6153846153846,0.0,37.3157018,-121.8923032,0,0,0,1,0
234,251,2021-01-22,Single Family Residential,95125,1100000.0,3.0,2.0,1284.0,4519.0,1933.0,856.6978193146417,0.0,37.3137407,-121.8919475,0,0,0,1,0
235,253,2020-08-28,Single Family Residential,95125,999000.0,2.0,1.0,1263.0,6259.0,1948.0,790.9738717339667,0.0,37.3120389,-121.8897244,0,0,0,1,0
236,254,2019-06-18,Townhouse,95125,805000.0,2.0,2.0,1272.0,2497.0,1979.0,632.8616352201258,510.0,37.3129731,-121.8910937,0,0,0,0,1
237,255,2020-09-15,Condo/Co-op,95125,850000.0,2.0,2.5,1353.0,0.0,1982.0,628.2335550628234,600.0,37.3140498,-121.8901024,0,0,0,0,0
238,256,2020-11-30,Single Family Residential,95125,1997761.0,4.0,3.0,2435.0,5404.0,2020.0,820.435728952772,0.0,37.3170891,-121.8918142,0,0,0,1,0
239,257,2020-11-20,Single Family Residential,95125,860000.0,3.0,2.0,1325.0,4723.0,1926.0,649.0566037735849,0.0,37.3105233,-121.8972829,0,0,0,1,0
240,259,2021-02-12,Condo/Co-op,95126,1025000.0,4.0,2.5,1581.0,0.0,2004.0,648.3238456672992,370.0,37.328761,-121.903915,0,0,0,0,0
241,260,2019-10-01,Condo/Co-op,95126,980000.0,4.0,2.5,1581.0,577.0,2004.0,619.8608475648324,360.0,37.328457,-121.903898,0,0,0,0,0
242,261,2020-12-28,Condo/Co-op,95133,818000.0,2.0,2.0,1292.0,1307.0,2007.0,633.1269349845202,210.0,37.3667939,-121.8709652,0,0,0,0,0
243,262,2019-08-09,Single Family Residential,95133,995000.0,4.0,3.5,1835.0,2710.0,2015.0,542.2343324250681,271.0,37.371272,-121.8622874,0,0,0,1,0
244,263,2019-11-20,Single Family Residential,95133,850000.0,3.0,2.5,1544.0,2580.0,1984.0,550.5181347150259,104.0,37.3682476,-121.8681134,0,0,0,1,0
245,264,2020-11-25,Single Family Residential,95125,790000.0,3.0,1.5,1080.0,6573.0,1953.0,731.4814814814815,0.0,37.3066099,-121.8814985,0,0,0,1,0
246,266,2020-05-27,Single Family Residential,95125,1358000.0,2.0,1.0,1310.0,7878.0,1940.0,1036.6412213740457,0.0,37.3067624,-121.8980387,0,0,0,1,0
247,267,2020-04-06,Single Family Residential,95125,1400000.0,3.0,2.0,1412.0,8186.0,1970.0,991.5014164305949,0.0,37.3052384,-121.890836,0,0,0,1,0
248,268,2019-10-22,Single Family Residential,95125,1325000.0,4.0,2.5,2322.0,3191.0,2007.0,570.6287683031869,77.0,37.3080325,-121.8874123,0,0,0,1,0
249,270,2021-02-05,Townhouse,95126,905000.0,3.0,2.5,1441.0,1607.0,1973.0,628.0360860513532,461.0,37.302119,-121.91888,0,0,0,0,1
250,271,2021-02-08,Townhouse,95126,875000.0,3.0,2.5,1441.0,1585.0,1973.0,607.2172102706454,473.0,37.3024969,-121.9185719,0,0,0,0,1
251,272,2020-11-17,Single Family Residential,95125,1430000.0,3.0,2.0,1588.0,15646.0,1952.0,900.5037783375315,0.0,37.300737,-121.9191771,0,0,0,1,0
252,274,2019-12-09,Single Family Residential,95117,1057000.0,3.0,2.0,1237.0,5942.0,1955.0,854.4866612772837,0.0,37.3134836,-121.9599978,0,0,0,1,0
253,275,2021-01-15,Single Family Residential,95117,1650000.0,4.0,3.0,2348.0,7166.0,1963.0,702.725724020443,0.0,37.3106704,-121.955732,0,0,0,1,0
254,276,2019-04-26,Multi-Family (2-4 Unit),95117,1334875.0,8.0,4.0,3136.0,7979.0,1958.0,425.66167091836735,0.0,37.3158306,-121.9544434,0,1,0,0,0
255,277,2020-08-21,Single Family Residential,95126,1680000.0,4.0,2.0,2036.0,5715.0,1928.0,825.147347740668,0.0,37.3275112,-121.919955,0,0,0,1,0
256,278,2020-12-03,Single Family Residential,95126,1100000.0,3.0,3.5,1050.0,4200.0,1924.0,1047.6190476190477,0.0,37.3254323,-121.9192438,0,0,0,1,0
257,279,2020-08-19,Single Family Residential,95117,1350000.0,3.0,2.0,1483.0,8308.0,1960.0,910.3169251517195,0.0,37.3183284,-121.9621307,0,0,0,1,0
258,280,2020-12-11,Condo/Co-op,95117,600000.0,1.0,1.0,712.0,0.0,1985.0,842.6966292134831,372.0,37.3206143,-121.9634418,0,0,0,0,0
259,281,2019-10-25,Condo/Co-op,95117,508000.0,1.0,1.0,712.0,695.0,1985.0,713.4831460674158,357.0,37.3204524,-121.9635316,0,0,0,0,0
260,282,2019-10-15,Single Family Residential,95128,1475000.0,4.0,3.0,2053.0,3055.0,1997.0,718.4607890891378,136.0,37.321111,-121.9447557,0,0,0,1,0
261,283,2019-11-01,Single Family Residential,95128,1470000.0,3.0,2.5,1739.0,3731.0,1996.0,845.3133985048879,136.0,37.319898,-121.943978,0,0,0,1,0
262,284,2020-12-01,Single Family Residential,95128,1050000.0,3.0,3.0,1720.0,5992.0,1950.0,610.4651162790698,0.0,37.3174175,-121.9251556,0,0,0,1,0
263,285,2019-08-12,Single Family Residential,95128,700000.0,2.0,1.0,816.0,4000.0,1925.0,857.843137254902,0.0,37.3205513,-121.9291115,0,0,0,1,0
264,286,2020-09-03,Single Family Residential,95112,870000.0,3.0,2.0,1640.0,6254.0,1901.0,530.4878048780488,0.0,37.3262922,-121.8749173,0,0,0,1,0
265,287,2021-01-27,Single Family Residential,95112,900000.0,3.0,2.0,1092.0,6346.0,1905.0,824.1758241758242,0.0,37.3314487,-121.8766516,0,0,0,1,0
266,288,2020-11-25,Condo/Co-op,95112,610000.0,2.0,2.0,1000.0,0.0,2005.0,610.0,581.0,37.322155,-121.8765086,0,0,0,0,0
267,289,2021-01-08,Condo/Co-op,95112,420000.0,1.0,1.0,667.0,0.0,2005.0,629.6851574212893,514.0,37.3223596,-121.8758282,0,0,0,0,0
268,290,2020-02-11,Condo/Co-op,95112,480000.0,1.0,1.0,667.0,0.0,2005.0,719.6401799100449,517.0,37.3218786,-121.8766631,0,0,0,0,0
269,291,2019-09-17,Townhouse,95110,920000.0,3.0,2.5,1512.0,1023.0,2001.0,608.4656084656085,275.0,37.3414422,-121.8968383,0,0,0,0,1
270,292,2019-09-30,Condo/Co-op,95110,1190993.0,3.0,3.0,1579.0,0.0,2019.0,754.2704243191894,254.0,37.340188,-121.8959812,0,0,0,0,0
271,293,2020-10-13,Condo/Co-op,95112,645000.0,2.0,2.0,1050.0,0.0,1994.0,614.2857142857143,499.0,37.3433845,-121.8947055,0,0,0,0,0
272,294,2020-12-29,Condo/Co-op,95112,500000.0,1.0,1.0,850.0,0.0,1994.0,588.2352941176471,447.0,37.3428404,-121.8943707,0,0,0,0,0
273,295,2020-08-03,Condo/Co-op,95112,862000.0,2.0,2.5,1745.0,0.0,2005.0,493.98280802292265,668.0,37.3424878,-121.8931035,0,0,0,0,0
274,296,2020-12-17,Condo/Co-op,95112,680000.0,2.0,2.0,1178.0,0.0,2005.0,577.2495755517826,596.0,37.3424878,-121.8931035,0,0,0,0,0
275,297,2020-07-09,Condo/Co-op,95054,810000.0,1.0,1.0,900.0,0.0,2005.0,900.0,399.0,37.3962698,-121.9427559,0,0,0,0,0
276,298,2020-11-18,Condo/Co-op,95112,845000.0,1.0,2.0,1420.0,0.0,2004.0,595.0704225352113,335.0,37.35,-121.890322,0,0,0,0,0
277,299,2021-01-06,Single Family Residential,95112,970000.0,4.0,3.0,1583.0,5713.0,1901.0,612.7605811749842,0.0,37.3505343,-121.8778077,0,0,0,1,0
278,300,2020-09-01,Single Family Residential,95112,719888.0,2.0,1.0,936.0,5756.0,1918.0,769.1111111111111,0.0,37.3543816,-121.8825212,0,0,0,1,0
279,301,2020-11-24,Condo/Co-op,95112,900000.0,2.0,2.5,1380.0,0.0,2003.0,652.1739130434783,299.0,37.350519,-121.890569,0,0,0,0,0
280,302,2020-03-24,Townhouse,95112,855000.0,2.0,2.5,1380.0,6281.0,2003.0,619.5652173913044,283.0,37.349244,-121.891368,0,0,0,0,1
281,303,2019-05-02,Single Family Residential,95112,880000.0,2.0,2.0,768.0,6424.0,1958.0,1145.8333333333333,0.0,37.3484608,-121.8979942,0,0,0,1,0
282,305,2020-11-13,Single Family Residential,95112,852000.0,2.0,1.0,986.0,5744.0,1965.0,864.0973630831643,0.0,37.3522642,-121.8784303,0,0,0,1,0
283,306,2020-08-21,Condo/Co-op,95128,575000.0,2.0,2.0,922.0,0.0,1988.0,623.644251626898,576.0,37.312502,-121.939342,0,0,0,0,0
284,307,2019-07-24,Condo/Co-op,95128,490000.0,1.0,1.0,658.0,794.0,1988.0,744.6808510638298,500.0,37.3146169,-121.9395091,0,0,0,0,0
285,308,2019-05-08,Condo/Co-op,95128,499000.0,1.0,1.0,658.0,786.0,1988.0,758.3586626139818,492.0,37.3134411,-121.9394086,0,0,0,0,0
286,309,2019-07-08,Condo/Co-op,95128,505000.0,1.0,1.0,658.0,1390.0,1988.0,767.4772036474164,493.0,37.312061,-121.938949,0,0,0,0,0
287,310,2019-04-25,Single Family Residential,95126,1425000.0,2.0,2.0,1745.0,5795.0,1935.0,816.6189111747851,0.0,37.3345041,-121.9272003,0,0,0,1,0
288,311,2019-09-04,Single Family Residential,95126,1718800.0,4.0,4.0,2535.0,6286.0,1918.0,678.0276134122288,0.0,37.3322436,-121.9268447,0,0,0,1,0
289,312,2019-05-22,Single Family Residential,95129,2000000.0,4.0,2.5,1956.0,6034.0,1965.0,1022.4948875255624,0.0,37.3026125,-122.0071549,0,0,0,1,0
290,313,2019-04-30,Single Family Residential,95129,2300000.0,4.0,3.0,1682.0,6549.0,1958.0,1367.4197384066588,0.0,37.3032243,-122.0053116,0,0,0,1,0
291,314,2020-10-16,Single Family Residential,95112,1275000.0,2.0,2.0,1454.0,5365.0,1922.0,876.8913342503439,0.0,37.338001,-121.8704703,0,0,0,1,0
292,315,2020-04-30,Single Family Residential,95112,685000.0,2.0,1.0,712.0,1895.0,1918.0,962.0786516853933,0.0,37.3377372,-121.8705037,0,0,0,1,0
293,317,2020-11-12,Single Family Residential,95125,2550000.0,5.0,4.0,2778.0,6000.0,2013.0,917.92656587473,0.0,37.3000584,-121.8875457,0,0,0,1,0
294,318,2020-02-14,Mobile/Manufactured Home,95125,105000.0,1.0,1.0,480.0,0.0,1985.0,218.75,0.0,37.2989414,-121.876725,1,0,0,0,0
295,319,2020-06-29,Single Family Residential,95125,1650000.0,4.0,2.0,1828.0,5836.0,1940.0,902.6258205689278,0.0,37.2981579,-121.8893687,0,0,0,1,0
296,320,2020-12-01,Single Family Residential,95110,725000.0,3.0,2.0,1058.0,4896.0,1967.0,685.2551984877126,0.0,37.3168306,-121.8783858,0,0,0,1,0
297,321,2020-06-26,Condo/Co-op,95125,625000.0,2.0,2.0,1071.0,0.0,1984.0,583.5667600373482,385.0,37.308426,-121.886697,0,0,0,0,0
298,322,2020-12-29,Condo/Co-op,95110,689000.0,2.0,2.0,1200.0,0.0,2007.0,574.1666666666666,365.0,37.314047,-121.878012,0,0,0,0,0
299,323,2021-01-04,Condo/Co-op,95110,420000.0,1.0,1.0,621.0,0.0,1986.0,676.328502415459,325.0,37.31102,-121.881021,0,0,0,0,0
300,324,2019-11-08,Condo/Co-op,95110,615000.0,2.0,2.0,871.0,917.0,1986.0,706.0849598163031,295.0,37.3103328,-121.8798918,0,0,0,0,0
301,325,2020-03-10,Condo/Co-op,95125,495000.0,1.0,1.0,784.0,790.0,1984.0,631.3775510204082,385.0,37.308856,-121.887005,0,0,0,0,0
302,326,2021-03-02,Single Family Residential,95110,570500.0,2.0,1.0,1077.0,6000.0,1901.0,529.7121634168988,0.0,37.3146859,-121.884033,0,0,0,1,0
303,327,2019-11-12,Condo/Co-op,95110,660000.0,2.0,2.0,1096.0,1496.0,2009.0,602.1897810218978,442.0,37.310954,-121.882245,0,0,0,0,0
304,328,2020-08-31,Single Family Residential,95129,2650000.0,4.0,2.0,2004.0,7035.0,1956.0,1322.3552894211577,0.0,37.3084159,-122.0229878,0,0,0,1,0
305,330,2019-12-27,Single Family Residential,95014,1800000.0,4.0,2.0,1272.0,6510.0,1955.0,1415.0943396226414,0.0,37.311202,-122.0201012,0,0,0,1,0
306,332,2020-10-26,Single Family Residential,95129,2020000.0,3.0,2.0,1271.0,6042.0,1958.0,1589.2997639653815,0.0,37.3014264,-122.0198792,0,0,0,1,0
307,333,2019-12-09,Single Family Residential,95129,2350000.0,4.0,2.5,1740.0,6203.0,1957.0,1350.5747126436781,0.0,37.3032471,-122.017703,0,0,0,1,0
308,334,2019-07-09,Single Family Residential,95129,1850000.0,4.0,2.0,1415.0,6863.0,1958.0,1307.4204946996467,0.0,37.301467,-122.0184358,0,0,0,1,0
309,335,2020-09-08,Single Family Residential,95129,1791000.0,4.0,2.0,1585.0,5996.0,1959.0,1129.9684542586751,0.0,37.298583,-121.988882,0,0,0,1,0
310,336,2020-02-10,Single Family Residential,95130,1770000.0,4.0,3.0,2553.0,10510.0,1952.0,693.3019976498238,0.0,37.3000202,-121.9763929,0,0,0,1,0
311,337,2019-09-06,Single Family Residential,95129,1250100.0,3.0,2.0,1346.0,6300.0,1957.0,928.7518573551263,0.0,37.3007325,-121.9843897,0,0,0,1,0
312,338,2020-05-29,Single Family Residential,95129,1620000.0,4.0,2.0,1540.0,6150.0,1955.0,1051.948051948052,0.0,37.3108113,-121.9793688,0,0,0,1,0
313,339,2020-06-25,Single Family Residential,95129,1920000.0,3.0,2.5,1802.0,9022.0,1960.0,1065.4827968923419,0.0,37.2993229,-121.9958728,0,0,0,1,0
314,340,2020-09-30,Single Family Residential,95128,920000.0,4.0,2.0,1516.0,7583.0,1957.0,606.8601583113457,0.0,37.3104205,-121.918666,0,0,0,1,0
315,341,2020-11-20,Single Family Residential,95125,1490000.0,3.0,2.0,1836.0,6757.0,1954.0,811.5468409586057,0.0,37.2999388,-121.9093753,0,0,0,1,0
316,342,2019-12-19,Single Family Residential,95125,1654000.0,3.0,1.5,1950.0,6240.0,1928.0,848.2051282051282,0.0,37.3046084,-121.9048408,0,0,0,1,0
317,343,2020-03-30,Single Family Residential,95125,1580000.0,4.0,2.0,1742.0,8185.0,1935.0,907.0034443168771,0.0,37.3046969,-121.9034181,0,0,0,1,0
318,344,2019-06-27,Single Family Residential,95125,2384615.0,4.0,3.0,3100.0,6623.0,1996.0,769.2306451612903,0.0,37.3066736,-121.9084195,0,0,0,1,0
319,345,2020-07-02,Single Family Residential,95125,1550000.0,4.0,2.0,1923.0,7409.0,1950.0,806.0322412896516,0.0,37.3016575,-121.9065301,0,0,0,1,0
320,346,2019-09-27,Single Family Residential,95126,1130000.0,3.0,2.0,1172.0,5510.0,1921.0,964.1638225255973,0.0,37.329922,-121.9101754,0,0,0,1,0
321,347,2020-10-30,Single Family Residential,95126,1137000.0,2.0,1.5,1066.0,4510.0,1920.0,1066.6041275797372,0.0,37.3405373,-121.930756,0,0,0,1,0
322,348,2020-09-29,Single Family Residential,95050,1260000.0,3.0,3.0,2029.0,4398.0,1928.0,620.9955643173977,0.0,37.3433778,-121.9335561,0,0,0,1,0
323,349,2019-05-28,Single Family Residential,95126,1000000.0,2.0,1.0,798.0,3678.0,1920.0,1253.1328320802006,0.0,37.3420368,-121.9302671,0,0,0,1,0
324,350,2019-09-25,Single Family Residential,95050,900000.0,2.0,1.0,872.0,6020.0,1941.0,1032.1100917431193,0.0,37.3427433,-121.9326672,0,0,0,1,0
325,351,2019-10-25,Single Family Residential,95050,1125000.0,3.0,1.0,1092.0,7961.0,1946.0,1030.2197802197802,0.0,37.3393158,-121.932445,0,0,0,1,0
